,country,people_fully_vaccinated,daily_vaccinations
0,Argentina,0.0,0.0
1,Argentina,0.0,15656.0
2,Argentina,0.0,15656.0
3,Argentina,0.0,11070.0
4,Argentina,0.0,8776.0
5,Argentina,0.0,7400.0
6,Argentina,0.0,6483.0
7,Argentina,0.0,7984.0
8,Argentina,0.0,8173.0
9,Argentina,0.0,8363.0
10,Argentina,0.0,10519.0
11,Argentina,0.0,11942.0
12,Argentina,0.0,13365.0
13,Argentina,0.0,14788.0
14,Argentina,0.0,14056.0
15,Argentina,0.0,13323.0
16,Argentina,0.0,13320.0
17,Argentina,0.0,13317.0
18,Argentina,0.0,12971.0
19,Argentina,0.0,12624.0
20,Argentina,0.0,12278.0
21,Argentina,0.0,11932.0
22,Argentina,4394.0,11586.0
23,Argentina,16352.0,11704.0
24,Argentina,25146.0,11263.0
25,Argentina,29188.0,11124.0
26,Argentina,31987.0,10342.0
27,Argentina,32264.0,9046.0
28,Argentina,38911.0,9626.0
29,Argentina,45710.0,10014.0
30,Argentina,51451.0,8896.0
31,Argentina,65583.0,9205.0
32,Argentina,85361.0,11189.0
33,Austria,0.0,0.0
34,Austria,0.0,4775.0
35,Austria,0.0,3194.0
36,Austria,0.0,4427.0
37,Austria,0.0,5644.0
38,Austria,0.0,6593.0
39,Austria,0.0,7270.0
40,Austria,0.0,6952.0
41,Austria,304.0,7065.0
42,Austria,1034.0,8334.0
43,Austria,2007.0,9833.0
44,Austria,3214.0,11270.0
45,Austria,3540.0,12144.0
46,Austria,4243.0,12278.0
47,Austria,4289.0,12013.0
48,Austria,4306.0,11477.0
49,Austria,4346.0,11346.0
50,Austria,5126.0,10013.0
51,Austria,5633.0,8741.0
52,Austria,7157.0,8095.0
53,Austria,13551.0,8690.0
54,Bahrain,0.0,0.0
55,Bahrain,0.0,11106.0
56,Bahrain,0.0,5789.0
57,Bahrain,0.0,4197.0
58,Bahrain,0.0,3662.0
59,Bahrain,0.0,3210.0
60,Bahrain,0.0,2846.0
61,Bahrain,0.0,2622.0
62,Bahrain,0.0,1225.0
63,Bahrain,0.0,1258.0
64,Bahrain,0.0,1220.0
65,Bahrain,0.0,1011.0
66,Bahrain,0.0,943.0
67,Bahrain,0.0,1122.0
68,Bahrain,0.0,1594.0
69,Bahrain,0.0,1942.0
70,Bahrain,0.0,2706.0
71,Bahrain,0.0,3437.0
72,Bahrain,0.0,4080.0
73,Bahrain,0.0,4427.0
74,Bahrain,0.0,4840.0
75,Bahrain,0.0,4699.0
76,Bahrain,0.0,5332.0
77,Bahrain,0.0,6361.0
78,Bahrain,0.0,7572.0
79,Bahrain,0.0,7473.0
80,Bahrain,0.0,7176.0
81,Bahrain,0.0,6546.0
82,Bahrain,0.0,6110.0
83,Bahrain,0.0,5457.0
84,Bahrain,0.0,4084.0
85,Bahrain,0.0,2555.0
86,Bahrain,0.0,2445.0
87,Bahrain,0.0,2784.0
88,Bahrain,0.0,3194.0
89,Bahrain,0.0,3372.0
90,Bahrain,0.0,3096.0
91,Bahrain,0.0,2629.0
92,Bahrain,0.0,2199.0
93,Belgium,0.0,0.0
94,Belgium,0.0,1.0
95,Belgium,0.0,240.0
96,Belgium,0.0,163.0
97,Belgium,0.0,122.0
98,Belgium,0.0,98.0
99,Belgium,0.0,82.0
100,Belgium,0.0,70.0
101,Belgium,0.0,287.0
102,Belgium,0.0,768.0
103,Belgium,0.0,1916.0
104,Belgium,0.0,3219.0
105,Belgium,0.0,3672.0
106,Belgium,0.0,3728.0
107,Belgium,0.0,4504.0
108,Belgium,0.0,6498.0
109,Belgium,0.0,8839.0
110,Belgium,0.0,10704.0
111,Belgium,0.0,12568.0
112,Belgium,0.0,12822.0
113,Belgium,0.0,13178.0
114,Belgium,109.0,13822.0
115,Belgium,290.0,14231.0
116,Belgium,712.0,14143.0
117,Belgium,712.0,15082.0
118,Belgium,743.0,15838.0
119,Belgium,750.0,16167.0
120,Belgium,750.0,16009.0
121,Belgium,750.0,15923.0
122,Belgium,2023.0,14573.0
123,Belgium,4566.0,13413.0
124,Belgium,9298.0,11560.0
125,Belgium,12844.0,8775.0
126,Bermuda,0.0,0.0
127,Bermuda,0.0,278.0
128,Bermuda,0.0,278.0
129,Bermuda,0.0,278.0
130,Bermuda,0.0,278.0
131,Bermuda,0.0,278.0
132,Bermuda,0.0,278.0
133,Bermuda,0.0,264.0
134,Bermuda,0.0,250.0
135,Bermuda,0.0,236.0
136,Bermuda,0.0,222.0
137,Bermuda,0.0,209.0
138,Bermuda,0.0,195.0
139,Bermuda,0.0,181.0
140,Brazil,0.0,0.0
141,Brazil,0.0,112.0
142,Brazil,0.0,554.0
143,Brazil,0.0,3823.0
144,Brazil,0.0,7136.0
145,Brazil,0.0,27304.0
146,Brazil,0.0,40980.0
147,Brazil,0.0,76825.0
148,Brazil,0.0,86373.0
149,Brazil,0.0,99928.0
150,Brazil,0.0,119630.0
151,Brazil,0.0,157335.0
152,Brazil,0.0,187769.0
153,Brazil,0.0,203165.0
154,Brazil,0.0,209348.0
155,Bulgaria,0.0,0.0
156,Bulgaria,0.0,2889.0
157,Bulgaria,0.0,1477.0
158,Bulgaria,0.0,1007.0
159,Bulgaria,0.0,799.0
160,Bulgaria,0.0,675.0
161,Bulgaria,0.0,592.0
162,Bulgaria,0.0,533.0
163,Bulgaria,0.0,472.0
164,Bulgaria,0.0,920.0
165,Bulgaria,0.0,1231.0
166,Bulgaria,0.0,1222.0
167,Bulgaria,0.0,1246.0
168,Bulgaria,0.0,1270.0
169,Bulgaria,0.0,1476.0
170,Bulgaria,0.0,1304.0
171,Bulgaria,0.0,938.0
172,Bulgaria,0.0,682.0
173,Bulgaria,0.0,694.0
174,Bulgaria,0.0,662.0
175,Bulgaria,1114.0,782.0
176,Bulgaria,3168.0,921.0
177,Bulgaria,4293.0,1013.0
178,Bulgaria,4532.0,1081.0
179,Bulgaria,4605.0,1139.0
180,Bulgaria,4610.0,1112.0
181,Bulgaria,4610.0,1099.0
182,Bulgaria,4669.0,1023.0
183,Bulgaria,5455.0,985.0
184,Bulgaria,7672.0,1256.0
185,Bulgaria,10883.0,1769.0
186,Bulgaria,12949.0,2101.0
187,Bulgaria,13063.0,2129.0
188,Canada,0.0,0.0
189,Canada,0.0,0.0
190,Canada,0.0,0.0
191,Canada,3613.0,0.0
192,Canada,0.0,0.0
193,Canada,0.0,4282.0
194,Canada,0.0,7285.0
195,Canada,0.0,10736.0
196,Canada,15911.0,14575.0
197,Canada,0.0,18415.0
198,Canada,0.0,22255.0
199,Canada,0.0,27529.0
200,Canada,0.0,28179.0
201,Canada,0.0,56525.0
202,Canada,0.0,58593.0
203,Canada,27776.0,57133.0
204,Canada,0.0,55673.0
205,Canada,0.0,54213.0
206,Canada,0.0,52466.0
207,Canada,0.0,57828.0
208,Canada,0.0,29173.0
209,Canada,0.0,26423.0
210,Chile,0.0,0.0
211,Chile,0.0,4771.0
212,Chile,0.0,3958.0
213,Chile,0.0,2742.0
214,Chile,0.0,2069.0
215,Chile,0.0,1665.0
216,Chile,0.0,1396.0
217,Chile,0.0,1204.0
218,Chile,0.0,530.0
219,Chile,0.0,88.0
220,Chile,0.0,51.0
221,Chile,0.0,51.0
222,Chile,0.0,250.0
223,Chile,0.0,272.0
224,Chile,0.0,344.0
225,Chile,0.0,417.0
226,Chile,0.0,489.0
227,Chile,0.0,562.0
228,Chile,0.0,635.0
229,Chile,0.0,508.0
230,Chile,2869.0,559.0
231,Chile,5739.0,1038.0
232,Chile,8121.0,1437.0
233,Chile,8171.0,1366.0
234,Chile,8191.0,1291.0
235,Chile,8360.0,2699.0
236,Chile,8360.0,5267.0
237,Chile,8360.0,5632.0
238,Chile,8364.0,6328.0
239,Chile,8364.0,5882.0
240,Chile,8364.0,6000.0
241,Chile,0.0,6020.0
242,Chile,8488.0,4557.0
243,Chile,10018.0,2235.0
244,Chile,10332.0,1866.0
245,Chile,10347.0,613.0
246,Chile,10347.0,581.0
247,Chile,10352.0,455.0
248,China,0.0,0.0
249,China,0.0,187500.0
250,China,0.0,187500.0
251,China,0.0,187500.0
252,China,0.0,187500.0
253,China,0.0,187500.0
254,China,0.0,187500.0
255,China,0.0,187500.0
256,China,0.0,187500.0
257,China,0.0,187500.0
258,China,0.0,187500.0
259,China,0.0,187500.0
260,China,0.0,187500.0
261,China,0.0,187500.0
262,China,0.0,187500.0
263,China,0.0,187500.0
264,China,0.0,187500.0
265,China,0.0,232143.0
266,China,0.0,276786.0
267,China,0.0,321429.0
268,China,0.0,366071.0
269,China,0.0,410714.0
270,China,0.0,455357.0
271,China,0.0,500000.0
272,China,0.0,500000.0
273,China,0.0,500000.0
274,China,0.0,464286.0
275,China,0.0,428571.0
276,China,0.0,392857.0
277,China,0.0,357143.0
278,China,0.0,387755.0
279,China,0.0,418367.0
280,China,0.0,448980.0
281,China,0.0,515306.0
282,China,0.0,581633.0
283,China,0.0,647959.0
284,China,0.0,714286.0
285,China,0.0,770755.0
286,China,0.0,827224.0
287,China,0.0,883694.0
288,China,0.0,940163.0
289,China,0.0,996633.0
290,China,0.0,1053102.0
291,China,0.0,1109571.0
292,Costa Rica,0.0,0.0
293,Costa Rica,0.0,240.0
294,Costa Rica,0.0,240.0
295,Costa Rica,0.0,240.0
296,Costa Rica,0.0,240.0
297,Costa Rica,0.0,240.0
298,Costa Rica,0.0,240.0
299,Costa Rica,0.0,240.0
300,Costa Rica,0.0,240.0
301,Costa Rica,0.0,240.0
302,Costa Rica,0.0,240.0
303,Costa Rica,0.0,414.0
304,Costa Rica,0.0,588.0
305,Costa Rica,0.0,763.0
306,Costa Rica,0.0,937.0
307,Costa Rica,0.0,1111.0
308,Costa Rica,0.0,1385.0
309,Costa Rica,0.0,1659.0
310,Costa Rica,0.0,1759.0
311,Costa Rica,0.0,1859.0
312,Costa Rica,0.0,1959.0
313,Costa Rica,0.0,2058.0
314,Costa Rica,55.0,2158.0
315,Costa Rica,0.0,2066.0
316,Costa Rica,0.0,1973.0
317,Costa Rica,132.0,1880.0
318,Costa Rica,0.0,1955.0
319,Costa Rica,0.0,2029.0
320,Costa Rica,0.0,2103.0
321,Costa Rica,0.0,2177.0
322,Costa Rica,0.0,2344.0
323,Costa Rica,0.0,2510.0
324,Costa Rica,2421.0,2677.0
325,Croatia,0.0,0.0
326,Croatia,0.0,1105.0
327,Croatia,0.0,1105.0
328,Croatia,0.0,1105.0
329,Croatia,0.0,1105.0
330,Croatia,0.0,1036.0
331,Croatia,0.0,989.0
332,Croatia,0.0,1334.0
333,Croatia,0.0,1662.0
334,Croatia,0.0,2130.0
335,Croatia,0.0,2689.0
336,Croatia,0.0,2693.0
337,Croatia,0.0,2748.0
338,Croatia,0.0,2802.0
339,Croatia,0.0,2479.0
340,Croatia,0.0,2485.0
341,Croatia,0.0,2364.0
342,Croatia,0.0,2272.0
343,Croatia,0.0,2510.0
344,Croatia,0.0,2747.0
345,Croatia,0.0,2984.0
346,Croatia,0.0,3329.0
347,Croatia,0.0,3343.0
348,Croatia,0.0,3346.0
349,Croatia,0.0,2960.0
350,Croatia,0.0,2800.0
351,Croatia,11907.0,2640.0
352,Croatia,0.0,2598.0
353,Croatia,0.0,2448.0
354,Croatia,0.0,2299.0
355,Croatia,0.0,2150.0
356,Cyprus,0.0,0.0
357,Cyprus,0.0,534.0
358,Cyprus,0.0,534.0
359,Cyprus,0.0,534.0
360,Cyprus,0.0,534.0
361,Cyprus,0.0,594.0
362,Cyprus,0.0,635.0
363,Cyprus,0.0,664.0
364,Cyprus,0.0,708.0
365,Cyprus,0.0,751.0
366,Cyprus,0.0,821.0
367,Cyprus,0.0,891.0
368,Cyprus,0.0,917.0
369,Cyprus,0.0,943.0
370,Cyprus,0.0,969.0
371,Cyprus,0.0,996.0
372,Cyprus,2057.0,1022.0
373,Cyprus,0.0,1035.0
374,Cyprus,0.0,1048.0
375,Cyprus,0.0,1061.0
376,Cyprus,0.0,1074.0
377,Cyprus,0.0,1087.0
378,Cyprus,0.0,1100.0
379,Cyprus,5551.0,1113.0
380,Czechia,0.0,0.0
381,Czechia,0.0,2282.0
382,Czechia,0.0,2860.0
383,Czechia,0.0,3058.0
384,Czechia,0.0,2620.0
385,Czechia,0.0,2148.0
386,Czechia,0.0,2000.0
387,Czechia,0.0,1844.0
388,Czechia,0.0,2026.0
389,Czechia,0.0,2179.0
390,Czechia,0.0,2504.0
391,Czechia,0.0,3445.0
392,Czechia,0.0,4827.0
393,Czechia,0.0,4931.0
394,Czechia,0.0,5042.0
395,Czechia,0.0,5895.0
396,Czechia,0.0,7106.0
397,Czechia,0.0,8184.0
398,Czechia,0.0,9150.0
399,Czechia,0.0,9644.0
400,Czechia,0.0,9832.0
401,Czechia,622.0,10024.0
402,Czechia,2396.0,10610.0
403,Czechia,5070.0,10849.0
404,Czechia,7626.0,11133.0
405,Czechia,9327.0,11383.0
406,Czechia,10318.0,11655.0
407,Czechia,11153.0,11705.0
408,Czechia,12007.0,11690.0
409,Czechia,14893.0,11487.0
410,Czechia,18778.0,11380.0
411,Czechia,23033.0,11043.0
412,Czechia,28845.0,10514.0
413,Czechia,35053.0,10005.0
414,Czechia,35594.0,9648.0
415,Denmark,0.0,0.0
416,Denmark,0.0,1997.0
417,Denmark,0.0,5553.0
418,Denmark,0.0,7565.0
419,Denmark,0.0,7256.0
420,Denmark,0.0,6282.0
421,Denmark,0.0,6740.0
422,Denmark,0.0,6649.0
423,Denmark,0.0,6714.0
424,Denmark,0.0,7368.0
425,Denmark,0.0,8564.0
426,Denmark,0.0,10180.0
427,Denmark,0.0,11065.0
428,Denmark,0.0,10046.0
429,Denmark,0.0,9291.0
430,Denmark,0.0,9035.0
431,Denmark,0.0,7145.0
432,Denmark,0.0,6104.0
433,Denmark,0.0,6137.0
434,Denmark,5.0,7077.0
435,Denmark,12.0,7468.0
436,Denmark,738.0,7817.0
437,Denmark,2897.0,8585.0
438,Denmark,5024.0,9179.0
439,Denmark,6938.0,7859.0
440,Denmark,9292.0,5859.0
441,Denmark,15005.0,4604.0
442,Denmark,22138.0,5072.0
443,Denmark,28686.0,5628.0
444,Denmark,31159.0,5156.0
445,Denmark,32889.0,4773.0
446,Denmark,37292.0,4943.0
447,Denmark,45114.0,5543.0
448,Denmark,60973.0,7038.0
449,Denmark,61019.0,5915.0
450,Ecuador,0.0,0.0
451,Ecuador,0.0,108.0
452,Ecuador,0.0,294.0
453,Ecuador,0.0,355.0
454,Ecuador,0.0,386.0
455,Ecuador,0.0,405.0
456,Ecuador,0.0,417.0
457,Ecuador,0.0,426.0
458,England,0.0,0.0
459,England,0.0,37897.0
460,England,0.0,37897.0
461,England,0.0,37897.0
462,England,0.0,37897.0
463,England,0.0,37897.0
464,England,0.0,37897.0
465,England,0.0,37897.0
466,England,0.0,39559.0
467,England,0.0,41221.0
468,England,0.0,42884.0
469,England,0.0,44546.0
470,England,0.0,46209.0
471,England,0.0,47871.0
472,England,20467.0,49533.0
473,England,0.0,65958.0
474,England,0.0,82383.0
475,England,0.0,98808.0
476,England,0.0,115233.0
477,England,0.0,131658.0
478,England,0.0,148083.0
479,England,374613.0,164508.0
480,England,393925.0,161070.0
481,England,407294.0,164375.0
482,England,415656.0,176328.0
483,England,420510.0,192776.0
484,England,424327.0,215662.0
485,England,426102.0,231763.0
486,England,427386.0,230525.0
487,England,431136.0,234877.0
488,England,434125.0,251122.0
489,England,436848.0,261507.0
490,England,439182.0,272972.0
491,England,440300.0,287384.0
492,England,441074.0,311226.0
493,England,441684.0,317419.0
494,England,443010.0,326745.0
495,England,444011.0,320880.0
496,England,445101.0,311182.0
497,England,446372.0,308977.0
498,England,447898.0,310733.0
499,Estonia,0.0,0.0
500,Estonia,0.0,309.0
501,Estonia,0.0,338.0
502,Estonia,0.0,567.0
503,Estonia,0.0,570.0
504,Estonia,0.0,459.0
505,Estonia,0.0,385.0
506,Estonia,0.0,333.0
507,Estonia,0.0,382.0
508,Estonia,0.0,589.0
509,Estonia,0.0,675.0
510,Estonia,0.0,784.0
511,Estonia,0.0,1099.0
512,Estonia,0.0,1176.0
513,Estonia,0.0,1205.0
514,Estonia,0.0,1244.0
515,Estonia,0.0,1210.0
516,Estonia,0.0,1178.0
517,Estonia,0.0,1243.0
518,Estonia,0.0,1109.0
519,Estonia,0.0,1061.0
520,Estonia,0.0,1043.0
521,Estonia,0.0,1060.0
522,Estonia,0.0,1000.0
523,Estonia,0.0,1015.0
524,Estonia,0.0,1074.0
525,Estonia,0.0,1106.0
526,Estonia,0.0,1112.0
527,Estonia,0.0,1122.0
528,Estonia,0.0,1124.0
529,Estonia,0.0,1302.0
530,Estonia,6214.0,1378.0
531,Estonia,7607.0,1403.0
532,Estonia,9597.0,1647.0
533,Finland,0.0,0.0
534,Finland,0.0,459.0
535,Finland,0.0,459.0
536,Finland,0.0,459.0
537,Finland,0.0,459.0
538,Finland,0.0,736.0
539,Finland,0.0,839.0
540,Finland,0.0,913.0
541,Finland,0.0,1273.0
542,Finland,0.0,1353.0
543,Finland,0.0,1433.0
544,Finland,0.0,1513.0
545,Finland,0.0,1739.0
546,Finland,0.0,2332.0
547,Finland,0.0,3554.0
548,Finland,0.0,4573.0
549,Finland,0.0,4971.0
550,Finland,0.0,5369.0
551,Finland,0.0,5767.0
552,Finland,0.0,5458.0
553,Finland,0.0,5562.0
554,Finland,0.0,6467.0
555,Finland,0.0,6874.0
556,Finland,0.0,7253.0
557,Finland,0.0,7633.0
558,Finland,4553.0,8012.0
559,Finland,6960.0,8740.0
560,Finland,9355.0,9264.0
561,Finland,10540.0,8575.0
562,Finland,14239.0,8647.0
563,Finland,17757.0,9222.0
564,France,0.0,0.0
565,France,0.0,38.0
566,France,0.0,62.0
567,France,0.0,74.0
568,France,0.0,76.0
569,France,0.0,62.0
570,France,0.0,59.0
571,France,0.0,61.0
572,France,0.0,250.0
573,France,0.0,943.0
574,France,0.0,2403.0
575,France,0.0,6126.0
576,France,0.0,10790.0
577,France,0.0,12248.0
578,France,0.0,12996.0
579,France,0.0,17613.0
580,France,0.0,24561.0
581,France,0.0,31168.0
582,France,0.0,37475.0
583,France,0.0,41164.0
584,France,0.0,42194.0
585,France,0.0,42805.0
586,France,0.0,48870.0
587,France,0.0,57986.0
588,France,0.0,67479.0
589,France,0.0,77585.0
590,France,0.0,84824.0
591,France,0.0,87391.0
592,France,0.0,87282.0
593,France,0.0,86551.0
594,France,0.0,82717.0
595,France,0.0,78972.0
596,France,0.0,74384.0
597,France,0.0,70225.0
598,Germany,0.0,0.0
599,Germany,0.0,19838.0
600,Germany,0.0,31608.0
601,Germany,0.0,40428.0
602,Germany,0.0,39949.0
603,Germany,0.0,36846.0
604,Germany,0.0,39244.0
605,Germany,0.0,37183.0
606,Germany,0.0,41325.0
607,Germany,0.0,42498.0
608,Germany,0.0,42312.0
609,Germany,0.0,45107.0
610,Germany,0.0,50094.0
611,Germany,0.0,50570.0
612,Germany,0.0,51692.0
613,Germany,0.0,54118.0
614,Germany,0.0,58292.0
615,Germany,0.0,63795.0
616,Germany,0.0,69790.0
617,Germany,444.0,74468.0
618,Germany,954.0,74638.0
619,Germany,15184.0,76382.0
620,Germany,31761.0,77514.0
621,Germany,59094.0,79165.0
622,Germany,107432.0,83000.0
623,Germany,141783.0,82027.0
624,Germany,172223.0,84998.0
625,Germany,212851.0,89609.0
626,Germany,240829.0,92571.0
627,Germany,279212.0,95642.0
628,Germany,326134.0,96663.0
629,Germany,376441.0,93915.0
630,Germany,421637.0,94335.0
631,Germany,461701.0,91679.0
632,Gibraltar,0.0,0.0
633,Gibraltar,0.0,1025.0
634,Gibraltar,0.0,1040.0
635,Gibraltar,0.0,986.0
636,Gibraltar,0.0,959.0
637,Gibraltar,0.0,943.0
638,Gibraltar,0.0,904.0
639,Gibraltar,0.0,775.0
640,Gibraltar,0.0,713.0
641,Gibraltar,0.0,645.0
642,Gibraltar,0.0,520.0
643,Gibraltar,0.0,527.0
